Titre du bulletin (ANSSI),Lien du bulletin (ANSSI),Type de bulletin,Identifiant CVE,Score CVSS,Base severity,Score Epss,Type CWE,Description CWE,Editeur,Produit,Versions affectées 
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-46826,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-26886,6.5,Non disponible,0.000440000,Non disponible,Non disponible,Linux,Linux,['6.7']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-53061,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.4']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-48992,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-27051,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.10']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-49010,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.0']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-47697,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.0']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-41016,Non disponible,Non disponible,0.000440000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49890,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-49028,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.5']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-49015,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.13']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-42098,Non disponible,Non disponible,0.000450000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-41082,Non disponible,Non disponible,0.000430000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50055,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-42253,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50195,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.39']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-49000,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['5.0']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,,,,,,,,,,
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49858,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2021-47612,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49884,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.18']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-46724,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50074,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['6.11']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50289,Non disponible,Non disponible,0.000430000,Non disponible,Non disponible,Linux,Linux,['2.6.12']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-46813,Non disponible,Non disponible,0.000430000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-47673,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50024,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.32']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-47684,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.13']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49965,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.20']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50125,7.8,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['5.15']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-36886,8.1,Non disponible,0.000460000,Non disponible,Non disponible,Linux,Linux,['4.1']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-46800,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.3']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49950,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.8']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-48788,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50047,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-47701,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.8']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50171,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.16']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-42114,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.18']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50302,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.12']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-47713,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.32']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49936,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50267,7.8,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.7']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49881,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.18']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2023-46343,Non disponible,Non disponible,0.000420000,Non disponible,n/a,n/a,n/a,['n/a']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49896,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49959,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.28']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50045,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.11']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50183,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49995,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-26852,Non disponible,Non disponible,0.000440000,Non disponible,Non disponible,Linux,Linux,['4.11']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-46816,Non disponible,Non disponible,0.000430000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-47679,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.37']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-42229,Non disponible,Non disponible,0.000440000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-47735,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.9']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49952,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.3']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-53142,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.12']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-48790,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-48969,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.24']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-49002,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.15']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-53066,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.5']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50150,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.19']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-46802,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-26801,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.0']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-27043,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.21']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-53063,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.29']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-46777,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-48789,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-35937,Non disponible,Non disponible,0.000450000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-48988,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.14']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50167,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.2']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50117,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.2']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50154,7.8,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.2']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-49027,Non disponible,Non disponible,0.000450000,Non disponible,Non disponible,Linux,Linux,['4.6']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49957,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.32']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49962,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-26804,5.3,Non disponible,0.000440000,Non disponible,Non disponible,Linux,Linux,['2.6.34']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2022-48971,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.9']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49958,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['3.11']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49945,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['4.8']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2023-6270,7,Non disponible,0.000430000,CWE-416,Use After Free,Red Hat,Red Hat Enterprise Linux 9,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-49891,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,[]
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-36905,5.5,Non disponible,0.000440000,Non disponible,Non disponible,Linux,Linux,['2.6.12']
Multiples vulnérabilités dans le noyau Linux de SUSE (10 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0024/,avis,CVE-2024-50148,Non disponible,Non disponible,0.000420000,Non disponible,Non disponible,Linux,Linux,['2.6.12']
